country,year,type,value
Luxembourg,2017,both_suicide,9.8
Luxembourg,2017,male_suicide,13.6
Luxembourg,2017,female_suicide,6
Luxembourg,2016,both_suicide,10.2
Luxembourg,2016,male_suicide,13.9
Luxembourg,2016,female_suicide,6.4
Luxembourg,2015,both_suicide,12.2
Luxembourg,2015,male_suicide,16.6
Luxembourg,2015,female_suicide,7.7
Luxembourg,2014,both_suicide,12.7
Luxembourg,2014,male_suicide,16.2
Luxembourg,2014,female_suicide,9.1
Luxembourg,2013,both_suicide,11.3
Luxembourg,2013,male_suicide,15.5
Luxembourg,2013,female_suicide,7
Luxembourg,2012,both_suicide,11.3
Luxembourg,2012,male_suicide,15.1
Luxembourg,2012,female_suicide,7.7
Luxembourg,2011,both_suicide,11.9
Luxembourg,2011,male_suicide,16.5
Luxembourg,2011,female_suicide,7.4
Luxembourg,2010,both_suicide,12
Luxembourg,2010,male_suicide,17.3
Luxembourg,2010,female_suicide,6.8
Luxembourg,2009,both_suicide,11.3
Luxembourg,2009,male_suicide,16.3
Luxembourg,2009,female_suicide,6.4
Luxembourg,2008,both_suicide,13.4
Luxembourg,2008,male_suicide,19.2
Luxembourg,2008,female_suicide,7.8
Luxembourg,2007,both_suicide,14
Luxembourg,2007,male_suicide,20.4
Luxembourg,2007,female_suicide,7.8
Luxembourg,2006,both_suicide,15.2
Luxembourg,2006,male_suicide,23.1
Luxembourg,2006,female_suicide,7.5
Luxembourg,2005,both_suicide,13.4
Luxembourg,2005,male_suicide,20.3
Luxembourg,2005,female_suicide,6.7
Luxembourg,2004,both_suicide,12.1
Luxembourg,2004,male_suicide,18.6
Luxembourg,2004,female_suicide,5.7
Luxembourg,2003,both_suicide,15.3
Luxembourg,2003,male_suicide,21.9
Luxembourg,2003,female_suicide,8.9
Luxembourg,2002,both_suicide,16.1
Luxembourg,2002,male_suicide,24
Luxembourg,2002,female_suicide,8.3
Luxembourg,2001,both_suicide,16.7
Luxembourg,2001,male_suicide,24.4
Luxembourg,2001,female_suicide,9.2
Luxembourg,2000,both_suicide,16.1
Luxembourg,2000,male_suicide,23.1
Luxembourg,2000,female_suicide,9.2
Madagascar,2019,both_suicide,5.5
Madagascar,2019,male_suicide,7.6
Madagascar,2019,female_suicide,3.4
Madagascar,2018,both_suicide,5.5
Madagascar,2018,male_suicide,7.6
Madagascar,2018,female_suicide,3.3
Madagascar,2017,both_suicide,5.5
Madagascar,2017,male_suicide,7.6
Madagascar,2017,female_suicide,3.4
Madagascar,2016,both_suicide,5.5
Madagascar,2016,male_suicide,7.7
Madagascar,2016,female_suicide,3.4
Madagascar,2015,both_suicide,5.5
Madagascar,2015,male_suicide,7.6
Madagascar,2015,female_suicide,3.4
Madagascar,2014,both_suicide,5.6
Madagascar,2014,male_suicide,7.8
Madagascar,2014,female_suicide,3.4
Madagascar,2013,both_suicide,5.6
Madagascar,2013,male_suicide,7.7
Madagascar,2013,female_suicide,3.4
Madagascar,2012,both_suicide,5.6
Madagascar,2012,male_suicide,7.8
Madagascar,2012,female_suicide,3.4
Madagascar,2011,both_suicide,5.7
Madagascar,2011,male_suicide,7.9
Madagascar,2011,female_suicide,3.5
Madagascar,2010,both_suicide,5.7
Madagascar,2010,male_suicide,7.9
Madagascar,2010,female_suicide,3.5
Madagascar,2009,both_suicide,5.7
Madagascar,2009,male_suicide,7.9
Madagascar,2009,female_suicide,3.4
Madagascar,2008,both_suicide,5.7
Madagascar,2008,male_suicide,7.9
Madagascar,2008,female_suicide,3.4
Madagascar,2007,both_suicide,5.7
Madagascar,2007,male_suicide,8
Madagascar,2007,female_suicide,3.4
Madagascar,2006,both_suicide,5.8
Madagascar,2006,male_suicide,8.1
Madagascar,2006,female_suicide,3.5
Madagascar,2005,both_suicide,5.8
Madagascar,2005,male_suicide,8.1
Madagascar,2005,female_suicide,3.5
Madagascar,2004,both_suicide,5.9
Madagascar,2004,male_suicide,8.3
Madagascar,2004,female_suicide,3.6
Madagascar,2003,both_suicide,5.9
Madagascar,2003,male_suicide,8.3
Madagascar,2003,female_suicide,3.6
Madagascar,2002,both_suicide,5.8
Madagascar,2002,male_suicide,8.2
Madagascar,2002,female_suicide,3.5
Madagascar,2001,both_suicide,5.7
Madagascar,2001,male_suicide,8
Madagascar,2001,female_suicide,3.4
Madagascar,2000,both_suicide,5.8
Madagascar,2000,male_suicide,8.2
Madagascar,2000,female_suicide,3.5
Malawi,2019,both_suicide,5.4
Malawi,2019,male_suicide,9.2
Malawi,2019,female_suicide,1.7
Malawi,2018,both_suicide,5.6
Malawi,2018,male_suicide,9.5
Malawi,2018,female_suicide,1.8
Malawi,2017,both_suicide,5.9
Malawi,2017,male_suicide,9.8
Malawi,2017,female_suicide,2
Malawi,2016,both_suicide,6.1
Malawi,2016,male_suicide,10.2
Malawi,2016,female_suicide,2.1
Malawi,2015,both_suicide,6.2
Malawi,2015,male_suicide,10.3
Malawi,2015,female_suicide,2.2
Malawi,2014,both_suicide,6.3
Malawi,2014,male_suicide,10.4
Malawi,2014,female_suicide,2.2
Malawi,2013,both_suicide,6.4
Malawi,2013,male_suicide,10.6
Malawi,2013,female_suicide,2.4
Malawi,2012,both_suicide,6.8
Malawi,2012,male_suicide,10.9
Malawi,2012,female_suicide,2.8
Malawi,2011,both_suicide,7.3
Malawi,2011,male_suicide,11.3
Malawi,2011,female_suicide,3.3
Malawi,2010,both_suicide,8.2
Malawi,2010,male_suicide,12.4
Malawi,2010,female_suicide,4
Malawi,2009,both_suicide,8
Malawi,2009,male_suicide,12.2
Malawi,2009,female_suicide,4
Malawi,2008,both_suicide,7.6
Malawi,2008,male_suicide,11.6
Malawi,2008,female_suicide,3.8
Malawi,2007,both_suicide,7.8
Malawi,2007,male_suicide,11.8
Malawi,2007,female_suicide,3.8
Malawi,2006,both_suicide,7.5
Malawi,2006,male_suicide,11.6
Malawi,2006,female_suicide,3.5
Malawi,2005,both_suicide,7.2
Malawi,2005,male_suicide,11.5
Malawi,2005,female_suicide,3.1
Malawi,2004,both_suicide,7.8
Malawi,2004,male_suicide,12.2
Malawi,2004,female_suicide,3.4
Malawi,2003,both_suicide,8.2
Malawi,2003,male_suicide,12.8
Malawi,2003,female_suicide,3.7
Malawi,2002,both_suicide,8.8
Malawi,2002,male_suicide,13.7
Malawi,2002,female_suicide,4.1
Malawi,2001,both_suicide,9.8
Malawi,2001,male_suicide,15
Malawi,2001,female_suicide,4.7
Malawi,2000,both_suicide,10.8
Malawi,2000,male_suicide,16.4
Malawi,2000,female_suicide,5.3
Malaysia,2019,both_suicide,5.7
Malaysia,2019,male_suicide,8.9
Malaysia,2019,female_suicide,2.3
Malaysia,2018,both_suicide,5.4
Malaysia,2018,male_suicide,8.5
Malaysia,2018,female_suicide,2.3
Malaysia,2017,both_suicide,5.4
Malaysia,2017,male_suicide,8.3
Malaysia,2017,female_suicide,2.2
Malaysia,2016,both_suicide,5.1
Malaysia,2016,male_suicide,7.8
Malaysia,2016,female_suicide,2.2
Malaysia,2015,both_suicide,4.8
Malaysia,2015,male_suicide,7.3
Malaysia,2015,female_suicide,2.2
Malaysia,2014,both_suicide,4.6
Malaysia,2014,male_suicide,7
Malaysia,2014,female_suicide,2.1
Malaysia,2013,both_suicide,4.4
Malaysia,2013,male_suicide,6.6
Malaysia,2013,female_suicide,2.1
Malaysia,2012,both_suicide,4.6
Malaysia,2012,male_suicide,6.9
Malaysia,2012,female_suicide,2.1
Malaysia,2011,both_suicide,4.6
Malaysia,2011,male_suicide,6.9
Malaysia,2011,female_suicide,2.1
Malaysia,2010,both_suicide,4.5
Malaysia,2010,male_suicide,6.8
Malaysia,2010,female_suicide,2.1
Malaysia,2009,both_suicide,4.6
Malaysia,2009,male_suicide,7
Malaysia,2009,female_suicide,2.1
Malaysia,2008,both_suicide,4.5
Malaysia,2008,male_suicide,6.8
Malaysia,2008,female_suicide,2.1
Malaysia,2007,both_suicide,4.4
Malaysia,2007,male_suicide,6.6
Malaysia,2007,female_suicide,2.1
Malaysia,2006,both_suicide,4.5
Malaysia,2006,male_suicide,6.7
Malaysia,2006,female_suicide,2.1
Malaysia,2005,both_suicide,4.6
Malaysia,2005,male_suicide,6.9
Malaysia,2005,female_suicide,2.1
Malaysia,2004,both_suicide,4.7
Malaysia,2004,male_suicide,7
Malaysia,2004,female_suicide,2.2
Malaysia,2003,both_suicide,4.7
Malaysia,2003,male_suicide,7
Malaysia,2003,female_suicide,2.2
Malaysia,2002,both_suicide,4.5
Malaysia,2002,male_suicide,6.7
Malaysia,2002,female_suicide,2.1
Malaysia,2001,both_suicide,4.5
Malaysia,2001,male_suicide,6.7
Malaysia,2001,female_suicide,2.1
Malaysia,2000,both_suicide,4.7
Malaysia,2000,male_suicide,7
Malaysia,2000,female_suicide,2.3
Maldives,2019,both_suicide,2.7
Maldives,2019,male_suicide,3.9
Maldives,2019,female_suicide,0.8
Maldives,2018,both_suicide,2.9
Maldives,2018,male_suicide,4.2
Maldives,2018,female_suicide,0.8
Maldives,2017,both_suicide,3.1
Maldives,2017,male_suicide,4.5
Maldives,2017,female_suicide,0.8
Maldives,2016,both_suicide,3.1
Maldives,2016,male_suicide,4.6
Maldives,2016,female_suicide,0.8
Maldives,2015,both_suicide,2.8
Maldives,2015,male_suicide,4.1
Maldives,2015,female_suicide,0.8
Maldives,2014,both_suicide,2.7
Maldives,2014,male_suicide,4
Maldives,2014,female_suicide,0.8
Maldives,2013,both_suicide,2.6
Maldives,2013,male_suicide,3.9
Maldives,2013,female_suicide,0.8
Maldives,2012,both_suicide,2.6
Maldives,2012,male_suicide,4
Maldives,2012,female_suicide,0.8
Maldives,2011,both_suicide,2.6
Maldives,2011,male_suicide,4
Maldives,2011,female_suicide,0.9
Maldives,2010,both_suicide,2.7
Maldives,2010,male_suicide,4.2
Maldives,2010,female_suicide,0.9
Maldives,2009,both_suicide,2.9
Maldives,2009,male_suicide,4.6
Maldives,2009,female_suicide,0.9
Maldives,2008,both_suicide,3.1
Maldives,2008,male_suicide,4.9
Maldives,2008,female_suicide,0.9
Maldives,2007,both_suicide,3
Maldives,2007,male_suicide,4.9
Maldives,2007,female_suicide,1
Maldives,2006,both_suicide,3.1
Maldives,2006,male_suicide,5
Maldives,2006,female_suicide,1
Maldives,2005,both_suicide,3
Maldives,2005,male_suicide,4.8
Maldives,2005,female_suicide,1.1
Maldives,2004,both_suicide,2.9
Maldives,2004,male_suicide,4.5
Maldives,2004,female_suicide,1.1
Maldives,2003,both_suicide,3.5
Maldives,2003,male_suicide,5.6
Maldives,2003,female_suicide,1.3
Maldives,2002,both_suicide,3.5
Maldives,2002,male_suicide,5.5
Maldives,2002,female_suicide,1.4
Maldives,2001,both_suicide,3.7
Maldives,2001,male_suicide,5.8
Maldives,2001,female_suicide,1.6
Maldives,2000,both_suicide,3.8
Maldives,2000,male_suicide,5.8
Maldives,2000,female_suicide,1.6
Mali,2019,both_suicide,4.1
Mali,2019,male_suicide,5.3
Mali,2019,female_suicide,2.9
Mali,2018,both_suicide,4.1
Mali,2018,male_suicide,5.2
Mali,2018,female_suicide,3
Mali,2017,both_suicide,4.1
Mali,2017,male_suicide,5.2
Mali,2017,female_suicide,3
Mali,2016,both_suicide,4.2
Mali,2016,male_suicide,5.3
Mali,2016,female_suicide,3.2
Mali,2015,both_suicide,4.3
Mali,2015,male_suicide,5.3
Mali,2015,female_suicide,3.2
Mali,2014,both_suicide,4.4
Mali,2014,male_suicide,5.5
Mali,2014,female_suicide,3.3
Mali,2013,both_suicide,4.5
Mali,2013,male_suicide,5.6
Mali,2013,female_suicide,3.4
Mali,2012,both_suicide,4.5
Mali,2012,male_suicide,5.6
Mali,2012,female_suicide,3.4
Mali,2011,both_suicide,4.5
Mali,2011,male_suicide,5.6
Mali,2011,female_suicide,3.3
Mali,2010,both_suicide,4.5
Mali,2010,male_suicide,5.5
Mali,2010,female_suicide,3.4
Mali,2009,both_suicide,4.6
Mali,2009,male_suicide,5.7
Mali,2009,female_suicide,3.5
Mali,2008,both_suicide,4.6
Mali,2008,male_suicide,5.7
Mali,2008,female_suicide,3.6
Mali,2007,both_suicide,4.6
Mali,2007,male_suicide,5.6
Mali,2007,female_suicide,3.5
Mali,2006,both_suicide,4.5
Mali,2006,male_suicide,5.5
Mali,2006,female_suicide,3.6
Mali,2005,both_suicide,4.6
Mali,2005,male_suicide,5.5
Mali,2005,female_suicide,3.7
Mali,2004,both_suicide,4.5
Mali,2004,male_suicide,5.4
Mali,2004,female_suicide,3.7
Mali,2003,both_suicide,4.6
Mali,2003,male_suicide,5.4
Mali,2003,female_suicide,3.7
Mali,2002,both_suicide,4.7
Mali,2002,male_suicide,5.4
Mali,2002,female_suicide,3.9
Mali,2001,both_suicide,4.7
Mali,2001,male_suicide,5.5
Mali,2001,female_suicide,4
Mali,2000,both_suicide,4.8
Mali,2000,male_suicide,5.5
Mali,2000,female_suicide,4.1
Malta,2019,both_suicide,6.1
Malta,2019,male_suicide,9.8
Malta,2019,female_suicide,2.3
Malta,2018,both_suicide,6
Malta,2018,male_suicide,9.7
Malta,2018,female_suicide,2.3
Malta,2017,both_suicide,5.5
Malta,2017,male_suicide,8.9
Malta,2017,female_suicide,2
Malta,2016,both_suicide,5.8
Malta,2016,male_suicide,9.4
Malta,2016,female_suicide,2.2
Malta,2015,both_suicide,7.2
Malta,2015,male_suicide,11.6
Malta,2015,female_suicide,2.7
Malta,2014,both_suicide,7.1
Malta,2014,male_suicide,11.9
Malta,2014,female_suicide,2.4
Malta,2013,both_suicide,6.8
Malta,2013,male_suicide,11
Malta,2013,female_suicide,2.7
Malta,2012,both_suicide,6
Malta,2012,male_suicide,10.1
Malta,2012,female_suicide,2
Malta,2011,both_suicide,6.8
Malta,2011,male_suicide,11.4
Malta,2011,female_suicide,2.2
Malta,2010,both_suicide,7.5
Malta,2010,male_suicide,13.6
Malta,2010,female_suicide,1.6
Malta,2009,both_suicide,6.9
Malta,2009,male_suicide,12.2
Malta,2009,female_suicide,1.6
Malta,2008,both_suicide,6.4
Malta,2008,male_suicide,11.4
Malta,2008,female_suicide,1.6
Malta,2007,both_suicide,5.5
Malta,2007,male_suicide,9.2
Malta,2007,female_suicide,1.9
Malta,2006,both_suicide,6.8
Malta,2006,male_suicide,11.8
Malta,2006,female_suicide,1.8
Malta,2005,both_suicide,5.6
Malta,2005,male_suicide,8.3
Malta,2005,female_suicide,2.9
Malta,2004,both_suicide,5.9
Malta,2004,male_suicide,8.7
Malta,2004,female_suicide,3.1
Malta,2003,both_suicide,5.4
Malta,2003,male_suicide,7.1
Malta,2003,female_suicide,3.8
Malta,2002,both_suicide,5.7
Malta,2002,male_suicide,8.1
Malta,2002,female_suicide,3.3
Malta,2001,both_suicide,7.2
Malta,2001,male_suicide,10
Malta,2001,female_suicide,4.5
Malta,2000,both_suicide,6.8
Malta,2000,male_suicide,10.8
Malta,2000,female_suicide,2.9
Mauritania,2019,both_suicide,3.1
Mauritania,2019,male_suicide,4
Mauritania,2019,female_suicide,2.2
Mauritania,2018,both_suicide,3.1
Mauritania,2018,male_suicide,4
Mauritania,2018,female_suicide,2.2
Mauritania,2017,both_suicide,3.1
Mauritania,2017,male_suicide,4
Mauritania,2017,female_suicide,2.2
Mauritania,2016,both_suicide,3
Mauritania,2016,male_suicide,3.9
Mauritania,2016,female_suicide,2.2
Mauritania,2015,both_suicide,3
Mauritania,2015,male_suicide,3.9
Mauritania,2015,female_suicide,2.2
Mauritania,2014,both_suicide,3.1
Mauritania,2014,male_suicide,3.9
Mauritania,2014,female_suicide,2.2
Mauritania,2013,both_suicide,3.1
Mauritania,2013,male_suicide,4
Mauritania,2013,female_suicide,2.3
Mauritania,2012,both_suicide,3.1
Mauritania,2012,male_suicide,4
Mauritania,2012,female_suicide,2.3
Mauritania,2011,both_suicide,3
Mauritania,2011,male_suicide,3.8
Mauritania,2011,female_suicide,2.3
Mauritania,2010,both_suicide,3.1
Mauritania,2010,male_suicide,3.9
Mauritania,2010,female_suicide,2.3
Mauritania,2009,both_suicide,3.1
Mauritania,2009,male_suicide,3.9
Mauritania,2009,female_suicide,2.4
Mauritania,2008,both_suicide,3.1
Mauritania,2008,male_suicide,3.9
Mauritania,2008,female_suicide,2.4
Mauritania,2007,both_suicide,3.2
Mauritania,2007,male_suicide,4
Mauritania,2007,female_suicide,2.4
Mauritania,2006,both_suicide,3.2
Mauritania,2006,male_suicide,4
Mauritania,2006,female_suicide,2.5
Mauritania,2005,both_suicide,3.2
Mauritania,2005,male_suicide,4
Mauritania,2005,female_suicide,2.5
Mauritania,2004,both_suicide,3.3
Mauritania,2004,male_suicide,4.1
Mauritania,2004,female_suicide,2.6
Mauritania,2003,both_suicide,3.3
Mauritania,2003,male_suicide,4
Mauritania,2003,female_suicide,2.6
Mauritania,2002,both_suicide,3.4
Mauritania,2002,male_suicide,4.1
Mauritania,2002,female_suicide,2.6
Mauritania,2001,both_suicide,3.4
Mauritania,2001,male_suicide,4.2
Mauritania,2001,female_suicide,2.7
Mauritania,2000,both_suicide,3.5
Mauritania,2000,male_suicide,4.2
Mauritania,2000,female_suicide,2.8
Mauritius,2019,both_suicide,9.5
Mauritius,2019,male_suicide,16.3
Mauritius,2019,female_suicide,2.8
Mauritius,2018,both_suicide,8.7
Mauritius,2018,male_suicide,13.1
Mauritius,2018,female_suicide,4.4
Mauritius,2017,both_suicide,9.6
Mauritius,2017,male_suicide,15.3
Mauritius,2017,female_suicide,4.1
Mauritius,2016,both_suicide,8.1
Mauritius,2016,male_suicide,13.6
Mauritius,2016,female_suicide,2.7
Mauritius,2015,both_suicide,7.9
Mauritius,2015,male_suicide,12.1
Mauritius,2015,female_suicide,3.8
Mauritius,2014,both_suicide,10.2
Mauritius,2014,male_suicide,16.6
Mauritius,2014,female_suicide,4
Mauritius,2013,both_suicide,8.2
Mauritius,2013,male_suicide,13.7
Mauritius,2013,female_suicide,2.7
Mauritius,2012,both_suicide,9.6
Mauritius,2012,male_suicide,14.9
Mauritius,2012,female_suicide,4.4
Mauritius,2011,both_suicide,9
Mauritius,2011,male_suicide,14.3
Mauritius,2011,female_suicide,3.9
Mauritius,2010,both_suicide,7.8
Mauritius,2010,male_suicide,12.5
Mauritius,2010,female_suicide,3.1
Mauritius,2009,both_suicide,9.1
Mauritius,2009,male_suicide,14.7
Mauritius,2009,female_suicide,3.5
Mauritius,2008,both_suicide,6.7
Mauritius,2008,male_suicide,11.4
Mauritius,2008,female_suicide,2
Mauritius,2007,both_suicide,10.3
Mauritius,2007,male_suicide,15.6
Mauritius,2007,female_suicide,5.2
Mauritius,2006,both_suicide,9.2
Mauritius,2006,male_suicide,14.3
Mauritius,2006,female_suicide,4.2
Mauritius,2005,both_suicide,9
Mauritius,2005,male_suicide,13.9
Mauritius,2005,female_suicide,4.1
Mauritius,2004,both_suicide,8.2
Mauritius,2004,male_suicide,12.6
Mauritius,2004,female_suicide,3.9
Mauritius,2003,both_suicide,7.7
Mauritius,2003,male_suicide,11.4
Mauritius,2003,female_suicide,4
Mauritius,2002,both_suicide,11.3
Mauritius,2002,male_suicide,17.8
Mauritius,2002,female_suicide,4.8
Mauritius,2001,both_suicide,10.1
Mauritius,2001,male_suicide,13.8
Mauritius,2001,female_suicide,6.4
Mauritius,2000,both_suicide,11.8
Mauritius,2000,male_suicide,18.7
Mauritius,2000,female_suicide,5.1
Mexico,2019,both_suicide,5.3
Mexico,2019,male_suicide,8.5
Mexico,2019,female_suicide,2.2
Mexico,2018,both_suicide,5.4
Mexico,2018,male_suicide,8.7
Mexico,2018,female_suicide,2.2
Mexico,2017,both_suicide,5.9
Mexico,2017,male_suicide,9.8
Mexico,2017,female_suicide,2.2
Mexico,2016,both_suicide,5.6
Mexico,2016,male_suicide,9.2
Mexico,2016,female_suicide,2.1
Mexico,2015,both_suicide,5.6
Mexico,2015,male_suicide,9
Mexico,2015,female_suicide,2.3
Mexico,2014,both_suicide,5.7
Mexico,2014,male_suicide,9.2
Mexico,2014,female_suicide,2.3
Mexico,2013,both_suicide,5.2
Mexico,2013,male_suicide,8.5
Mexico,2013,female_suicide,2
Mexico,2012,both_suicide,4.9
Mexico,2012,male_suicide,7.9
Mexico,2012,female_suicide,1.9
Mexico,2011,both_suicide,5.2
Mexico,2011,male_suicide,8.6
Mexico,2011,female_suicide,2
Mexico,2010,both_suicide,4.5
Mexico,2010,male_suicide,7.5
Mexico,2010,female_suicide,1.7
Mexico,2009,both_suicide,4.6
Mexico,2009,male_suicide,7.5
Mexico,2009,female_suicide,1.8
Mexico,2008,both_suicide,4.4
Mexico,2008,male_suicide,7.1
Mexico,2008,female_suicide,1.7
Mexico,2007,both_suicide,4.1
Mexico,2007,male_suicide,6.7
Mexico,2007,female_suicide,1.5
Mexico,2006,both_suicide,4
Mexico,2006,male_suicide,6.8
Mexico,2006,female_suicide,1.3
Mexico,2005,both_suicide,4.1
Mexico,2005,male_suicide,6.9
Mexico,2005,female_suicide,1.4
Mexico,2004,both_suicide,4
Mexico,2004,male_suicide,6.7
Mexico,2004,female_suicide,1.3
Mexico,2003,both_suicide,4
Mexico,2003,male_suicide,6.7
Mexico,2003,female_suicide,1.4
Mexico,2002,both_suicide,3.9
Mexico,2002,male_suicide,6.5
Mexico,2002,female_suicide,1.3
Mexico,2001,both_suicide,3.8
Mexico,2001,male_suicide,6.3
Mexico,2001,female_suicide,1.4
Mexico,2000,both_suicide,3.5
Mexico,2000,male_suicide,6
Mexico,2000,female_suicide,1.1
Micronesia (Federated States of),2019,both_suicide,28.2
Micronesia (Federated States of),2019,male_suicide,43.2
Micronesia (Federated States of),2019,female_suicide,12.7
Micronesia (Federated States of),2018,both_suicide,28.2
Micronesia (Federated States of),2018,male_suicide,43.3
Micronesia (Federated States of),2018,female_suicide,12.6
Micronesia (Federated States of),2017,both_suicide,27.7
Micronesia (Federated States of),2017,male_suicide,42.6
Micronesia (Federated States of),2017,female_suicide,12.3
Micronesia (Federated States of),2016,both_suicide,27
Micronesia (Federated States of),2016,male_suicide,41.4
Micronesia (Federated States of),2016,female_suicide,12
Micronesia (Federated States of),2015,both_suicide,27
Micronesia (Federated States of),2015,male_suicide,41.3
Micronesia (Federated States of),2015,female_suicide,12.2
Micronesia (Federated States of),2014,both_suicide,25.8
Micronesia (Federated States of),2014,male_suicide,39.5
Micronesia (Federated States of),2014,female_suicide,11.6
Micronesia (Federated States of),2013,both_suicide,25.6
Micronesia (Federated States of),2013,male_suicide,39.1
Micronesia (Federated States of),2013,female_suicide,11.6
Micronesia (Federated States of),2012,both_suicide,25.5
Micronesia (Federated States of),2012,male_suicide,39.1
Micronesia (Federated States of),2012,female_suicide,11.5
Micronesia (Federated States of),2011,both_suicide,25.2
Micronesia (Federated States of),2011,male_suicide,38.6
Micronesia (Federated States of),2011,female_suicide,11.3
Micronesia (Federated States of),2010,both_suicide,24.5
Micronesia (Federated States of),2010,male_suicide,37.5
Micronesia (Federated States of),2010,female_suicide,11
Micronesia (Federated States of),2009,both_suicide,24.5
Micronesia (Federated States of),2009,male_suicide,37.6
Micronesia (Federated States of),2009,female_suicide,11
Micronesia (Federated States of),2008,both_suicide,24.5
Micronesia (Federated States of),2008,male_suicide,37.5
Micronesia (Federated States of),2008,female_suicide,11
Micronesia (Federated States of),2007,both_suicide,24.4
Micronesia (Federated States of),2007,male_suicide,37.4
Micronesia (Federated States of),2007,female_suicide,11
Micronesia (Federated States of),2006,both_suicide,24.6
Micronesia (Federated States of),2006,male_suicide,37.6
Micronesia (Federated States of),2006,female_suicide,11.1
Micronesia (Federated States of),2005,both_suicide,24.6
Micronesia (Federated States of),2005,male_suicide,37.6
Micronesia (Federated States of),2005,female_suicide,11.1
Micronesia (Federated States of),2004,both_suicide,23.8
Micronesia (Federated States of),2004,male_suicide,36.4
Micronesia (Federated States of),2004,female_suicide,10.8
Micronesia (Federated States of),2003,both_suicide,22.8
Micronesia (Federated States of),2003,male_suicide,34.7
Micronesia (Federated States of),2003,female_suicide,10.5
Micronesia (Federated States of),2002,both_suicide,22.5
Micronesia (Federated States of),2002,male_suicide,34.5
Micronesia (Federated States of),2002,female_suicide,10.3
Micronesia (Federated States of),2001,both_suicide,23.4
Micronesia (Federated States of),2001,male_suicide,35.5
Micronesia (Federated States of),2001,female_suicide,11
Micronesia (Federated States of),2000,both_suicide,24
Micronesia (Federated States of),2000,male_suicide,36.3
Micronesia (Federated States of),2000,female_suicide,11.4
Mongolia,2019,both_suicide,17.9
Mongolia,2019,male_suicide,30.7
Mongolia,2019,female_suicide,5.4
Mongolia,2018,both_suicide,18.6
Mongolia,2018,male_suicide,32
Mongolia,2018,female_suicide,5.6
Mongolia,2017,both_suicide,19.2
Mongolia,2017,male_suicide,32.9
Mongolia,2017,female_suicide,5.9
Mongolia,2016,both_suicide,20.1
Mongolia,2016,male_suicide,34.3
Mongolia,2016,female_suicide,6.2
Mongolia,2015,both_suicide,20
Mongolia,2015,male_suicide,33.9
Mongolia,2015,female_suicide,6.4
Mongolia,2014,both_suicide,20
Mongolia,2014,male_suicide,33.7
Mongolia,2014,female_suicide,6.6
Mongolia,2013,both_suicide,21
Mongolia,2013,male_suicide,35.2
Mongolia,2013,female_suicide,7.1
Mongolia,2012,both_suicide,21.7
Mongolia,2012,male_suicide,36.2
Mongolia,2012,female_suicide,7.5
Mongolia,2011,both_suicide,22.7
Mongolia,2011,male_suicide,37.9
Mongolia,2011,female_suicide,7.8
Mongolia,2010,both_suicide,23.4
Mongolia,2010,male_suicide,38.7
Mongolia,2010,female_suicide,8.2
Mongolia,2009,both_suicide,23.6
Mongolia,2009,male_suicide,39.2
Mongolia,2009,female_suicide,8.3
Mongolia,2008,both_suicide,23.8
Mongolia,2008,male_suicide,39.8
Mongolia,2008,female_suicide,8
Mongolia,2007,both_suicide,23.6
Mongolia,2007,male_suicide,39.3
Mongolia,2007,female_suicide,8.1
Mongolia,2006,both_suicide,23.7
Mongolia,2006,male_suicide,38.8
Mongolia,2006,female_suicide,8.7
Mongolia,2005,both_suicide,24
Mongolia,2005,male_suicide,39.2
Mongolia,2005,female_suicide,9
Mongolia,2004,both_suicide,23.7
Mongolia,2004,male_suicide,38.3
Mongolia,2004,female_suicide,9.2
Mongolia,2003,both_suicide,23.1
Mongolia,2003,male_suicide,37.1
Mongolia,2003,female_suicide,9.2
Mongolia,2002,both_suicide,21.7
Mongolia,2002,male_suicide,34.4
Mongolia,2002,female_suicide,9.1
Mongolia,2001,both_suicide,22.3
Mongolia,2001,male_suicide,35.2
Mongolia,2001,female_suicide,9.5
Mongolia,2000,both_suicide,22
Mongolia,2000,male_suicide,34.1
Mongolia,2000,female_suicide,10
Montenegro,2019,both_suicide,21
Montenegro,2019,male_suicide,31.7
Montenegro,2019,female_suicide,10.4
Montenegro,2018,both_suicide,21.2
Montenegro,2018,male_suicide,31.9
Montenegro,2018,female_suicide,10.7
Montenegro,2017,both_suicide,21.1
Montenegro,2017,male_suicide,31.8
Montenegro,2017,female_suicide,10.7
Montenegro,2016,both_suicide,20.8
Montenegro,2016,male_suicide,31.1
Montenegro,2016,female_suicide,10.7
Montenegro,2015,both_suicide,20.7
Montenegro,2015,male_suicide,30.7
Montenegro,2015,female_suicide,10.9
Montenegro,2014,both_suicide,20.6
Montenegro,2014,male_suicide,30.5
Montenegro,2014,female_suicide,10.9
Montenegro,2013,both_suicide,20.4
Montenegro,2013,male_suicide,30.4
Montenegro,2013,female_suicide,10.7
Montenegro,2012,both_suicide,21
Montenegro,2012,male_suicide,31.3
Montenegro,2012,female_suicide,10.9
Montenegro,2011,both_suicide,20.9
Montenegro,2011,male_suicide,31.4
Montenegro,2011,female_suicide,10.7
Montenegro,2010,both_suicide,20.3
Montenegro,2010,male_suicide,30.4
Montenegro,2010,female_suicide,10.5
